,total_cup_points,species,country_of_origin,region,producer,farm_name,grading_date,variety,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,category_two_defects,altitude_mean_meters,certification_body,harvest_year
396,83.33,Arabica,Colombia,huila,various,various,"November 8th, 2016",Caturra,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,0.0,0,1.0,0,1650.0,Almacafé,2016
397,83.33,Arabica,Colombia,guayata,unknown,unknown,"June 15th, 2016",Caturra,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,7.67,0.0,0,0.0,0,1574.0,Almacafé,2016
398,83.33,Arabica,Colombia,huila,La Plata,unknown,"May 5th, 2016",Caturra,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,0.0,1,0.0,2,1574.0,Almacafé,2016
399,83.33,Arabica,Brazil,south of minas,Ipanema Agrícola SA,rio verde,"October 12th, 2015",Catuai,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,0.1,1,0.0,5,1227.0,Specialty Coffee Association,2015
400,83.33,Arabica,Mexico,chiapas,ECC,ecc,"July 14th, 2015",Caturra,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.58,0.12,0,0.0,2,1200.0,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2014
401,83.33,Arabica,Colombia,santander,varios,various,"April 8th, 2015",Caturra,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,0.11,0,0.0,1,1650.0,Almacafé,2015
402,83.33,Arabica,"Tanzania, United Republic Of",arusha,Mondul Coffee Estate,mondul coffee estate,"December 12th, 2014",Other,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,0.12,0,0.0,6,1700.0,Africa Fine Coffee Association,2014
403,83.33,Arabica,Mexico,veracruz,JOSÉ LUIS ANDRADE SANDARA,el pino,"July 15th, 2014",Other,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,0.12,0,0.0,0,1100.0,AMECAFE,2013
404,83.33,Arabica,Costa Rica,san ramon,SEVERAL,several,"April 7th, 2014",Caturra,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,0.12,0,0.0,3,1300.0,Specialty Coffee Association,2014
405,83.33,Arabica,United States,kona,unknown,unknown,"February 25th, 2014",Hawaiian Kona,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,7.83,0.11,0,0.0,1,518.0,Specialty Coffee Association,2014
406,83.33,Arabica,Costa Rica,central valley,CORICAFE BLEND,several,"February 14th, 2014",Catuai,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,0.11,0,0.0,3,1200.0,Specialty Coffee Association of Costa Rica,2013
407,83.33,Arabica,Peru,unknown,unknown,unknown,"January 21st, 2014",Caturra,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,7.5,0.12,0,0.0,5,988.0,Specialty Coffee Association,2013
408,83.33,Arabica,Caribbean,"thiotte, haiti",COOPCAB,marre blanche,"October 3rd, 2013",Typica,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,0.11,0,0.0,4,1280.16,Specialty Coffee Association,2012
409,83.33,Arabica,Colombia,pitalito,ORLANDO ORTIZ / HIPOLITO TORRES,unknown,"April 26th, 2013",Caturra,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,0.11,0,0.0,1,1000.0,Almacafé,2013
410,83.33,Arabica,Guatemala,oriente,LUIS RODRIGUEZ,el sacramento,"February 26th, 2013",Bourbon,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,0.11,0,0.0,3,1310.64,Asociacion Nacional Del Café,2013
411,83.33,Arabica,United States,kona,unknown,unknown,"January 24th, 2013",Hawaiian Kona,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,7.83,0.1,0,0.0,4,518.0,Specialty Coffee Association,2012
413,83.33,Arabica,Colombia,huila,condor,unknown,"May 30th, 2012",Caturra,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,0.0,0,0.0,1,1750.0,Almacafé,2012
414,83.33,Arabica,United States,kona,unknown,unknown,"September 20th, 2011",Hawaiian Kona,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,7.92,0.01,0,0.0,0,518.0,Specialty Coffee Association,2011
415,83.33,Arabica,United States,unknown,unknown,unknown,"February 24th, 2011",Hawaiian Kona,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,7.5,0.0,0,0.0,0,988.0,Specialty Coffee Association,2011
416,83.25,Arabica,Mexico,sierra madre occidental,BALBINO RAMIREZ FLORES,corta pico,"March 7th, 2017",Typica,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,0.11,0,0.0,0,1600.0,Centro Agroecológico del Café A.C.,2017
417,83.25,Arabica,Costa Rica,tarrazu,Manuel Montero,estate la patricia,"January 30th, 2017",Catuai,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,0.11,0,0.0,0,1900.0,Specialty Coffee Association,2016
418,83.25,Arabica,Costa Rica,tarrazu,Coopellanobonito,coopellanobonito,"September 20th, 2016",Caturra,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,7.67,0.11,0,0.0,0,1736.0,Specialty Coffee Association of Costa Rica,2015
419,83.25,Arabica,Guatemala,nuevo oriente,PABLO CHUY,linda vista,"August 12th, 2016",Pacas,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,0.11,0,2.0,7,2100.0,Asociacion Nacional Del Café,2016
420,83.25,Arabica,Uganda,"sipi, mt elgon",Kawacom Uganda LTD,kawacom uganda ltd sipi farmers group,"May 19th, 2016",SL14,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,7.67,0.12,0,0.0,1,1596.0,Uganda Coffee Development Authority,2015
421,83.25,Arabica,Brazil,campos altos - cerrado,unknown,unknown,"January 12th, 2016",Bourbon,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,8.0,0.12,0,0.0,4,1073.0,Brazil Specialty Coffee Association,2016
422,83.25,Arabica,Colombia,huila,FRANKLIN DUSSAN,unknown,"November 27th, 2015",Caturra,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,0.0,0,0.0,2,442.0,Almacafé,2015
423,83.25,Arabica,Mexico,cuarenteño,Rafael Arroyo Zoto,los charcos,"July 14th, 2015",Typica,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.42,0.12,0,0.0,2,1261.0,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015
424,83.25,Arabica,Taiwan,natou county,LIN YEN CHIEN 林言謙,sunshine valley estate 向陽高山咖啡,"June 18th, 2015",Bourbon,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,0.1,0,0.0,0,1000.0,Specialty Coffee Association,2015
425,83.25,Arabica,Taiwan,南投國姓,蘇詠晴,以勒咖啡,"November 23rd, 2014",Typica,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,0.1,0,0.0,0,800.0,Blossom Valley International,2014
426,83.25,Arabica,Colombia,eje cafetero,unknown,unknown,"June 24th, 2014",Caturra,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,0.0,0,0.0,0,1483.0,Almacafé,2014
427,83.25,Arabica,Guatemala,antigua,"SIEMBRAS VISIÓN, S.A.",finca medina,"March 7th, 2014",Caturra,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,0.1,0,0.0,1,1500.0,Asociacion Nacional Del Café,2014
428,83.25,Arabica,Colombia,huila,unknown,unknown,"August 2nd, 2013",Caturra,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,0.11,0,0.0,1,1750.0,Almacafé,2013
429,83.25,Arabica,Mexico,chiapas,VRIOS PRODUCTORES,various,"March 29th, 2013",Bourbon,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,0.12,0,0.0,6,1300.0,AMECAFE,2013
430,83.25,Arabica,United States,kona,unknown,unknown,"March 21st, 2013",Hawaiian Kona,7.58,7.75,7.83,8.0,8.08,7.67,9.33,10.0,9.33,7.67,0.11,0,0.0,4,518.0,Specialty Coffee Association,2012
431,83.25,Arabica,Mexico,veracruz,ERNESTO RODRIGUEZ LUNA,finca teocelo,"August 1st, 2012",Mundo Novo,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,0.13,0,0.0,7,1233.0,AMECAFE,2012
432,83.25,Arabica,Mexico,fortín de las flores,MODESTO LANDEROS FLORES,mata larga,"July 11th, 2012",Caturra,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,0.12,0,0.0,0,1000.0,AMECAFE,2012
433,83.25,Arabica,Guatemala,oriente,AGROPECUARIA QUIAGRAL,agropecuaria quiagral,"July 9th, 2012",Bourbon,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,0.11,0,0.0,9,1310.64,Asociacion Nacional Del Café,2012
434,83.25,Arabica,Brazil,grama valley,Eliane de Andrade Cyrino Noqueira,água limpa,"February 23rd, 2012",Yellow Bourbon,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,0.11,0,0.0,1,1200.0,NUCOFFEE,2012
435,83.25,Arabica,Colombia,huila,unknown,unknown,"February 22nd, 2012",Caturra,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,0.12,0,0.0,1,1750.0,Almacafé,2012
436,83.25,Arabica,Colombia,la plata,La Plata,unknown,"February 9th, 2012",Caturra,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,0.11,0,0.0,0,1775.0,Almacafé,2012
437,83.25,Arabica,Colombia,huila,unknown,unknown,"June 14th, 2011",Caturra,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,7.5,0.08,0,0.0,0,1700.0,Almacafé,2011
438,83.25,Arabica,Colombia,cauca,unknown,unknown,"February 22nd, 2011",Caturra,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,7.5,0.13,0,0.0,1,1880.0,Almacafé,2010
439,83.25,Arabica,Colombia,cundinamarca,Exportadora de Café Cóndor S.A,unknown,"January 17th, 2011",Caturra,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,7.58,0.04,0,0.0,1,1800.0,Almacafé,2010
440,83.17,Arabica,Brazil,south of minas,Ipanema Agricola S.A,fazenda capoeirnha,"October 20th, 2017",Bourbon,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,0.11,0,0.0,4,890.0,Brazil Specialty Coffee Association,2017
441,83.17,Arabica,Guatemala,oriente,AGROINDUSTRIAS CAFETALERAS,beneficio el torreon,"August 24th, 2017",Bourbon,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.67,0.1,0,0.0,1,1901.0,Asociacion Nacional Del Café,2017
442,83.17,Arabica,"Tanzania, United Republic Of",moshi,Mamsera,mamsera,"June 20th, 2017",Bourbon,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,0.12,0,0.0,3,168.0,Tanzanian Coffee Board,2016
443,83.17,Arabica,Peru,unknown,unknown,unknown,"June 16th, 2017",Caturra,7.92,7.5,7.5,7.58,7.67,7.5,10.0,10.0,10.0,7.5,0.11,0,1.0,0,988.0,Central De Organizaciones Productoras De Café y Cacao Del Perú - Central Café & Cacao,2017
444,83.17,Arabica,Southeast Asia,dala,"Yeh, Li Chuan",apollo estate,"May 8th, 2017",Catimor,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,7.58,0.07,0,0.0,0,1550.0,Specialty Coffee Association,2017
445,83.17,Arabica,Guatemala,antigua,FINCA MEDINA,finca medina,"May 23rd, 2016",Caturra,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,7.5,0.11,2,2.0,3,1500.0,Asociacion Nacional Del Café,2016
446,83.17,Arabica,Honduras,marcala,JOSE OMAR ACOSTA,bethel,"May 2nd, 2016",Catuai,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,0.11,0,1.0,1,1450.0,Instituto Hondureño del Café,2016
447,83.17,Arabica,China,yunnan,Mojiang Jinggong Estate Speciality Development Co.Ltd,chen lin,"April 6th, 2016",Catimor,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,7.67,0.11,0,0.0,0,1200.0,Yunnan Coffee Exchange,2015
448,83.17,Arabica,China,dehong prefecture,Yunnan Success Trade Co.Ltd,yunnan success trade co.ltd,"April 5th, 2016",Catimor,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,7.67,0.1,0,0.0,3,1600.0,Yunnan Coffee Exchange,2015
449,83.17,Arabica,El Salvador,apaneca,Ecom Agroindustrial Corp. Ltd.,agua caliente,"March 29th, 2016",Bourbon,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,7.5,0.0,0,0.0,0,1350.0,Salvadoran Coffee Council,2016
450,83.17,Arabica,Guatemala,antigua,FINCA MEDINA,finca medina,"October 29th, 2015",Bourbon,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.5,0.11,0,0.0,1,1500.0,Asociacion Nacional Del Café,2015
451,83.17,Arabica,Guatemala,oriente,PAPATURRO,"la esperanza, margarita nuyes","September 29th, 2015",Bourbon,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.42,0.12,0,0.0,3,1650.0,Asociacion Nacional Del Café,2015
452,83.17,Arabica,Kenya,kenya,unknown,unknown,"July 3rd, 2015",SL28,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,0.1,0,0.0,1,1500.0,Kenya Coffee Traders Association,2014
453,83.17,Arabica,Thailand,thailand,Doi Tung Development Project,unknown,"June 9th, 2015",Other,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,7.5,0.12,0,0.0,0,800.0,Specialty Coffee Association,2014
454,83.17,Arabica,"Tanzania, United Republic Of",mbinga,Tutunze Kahawa Ltd,myanganyanga,"December 12th, 2014",Other,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,0.13,0,0.0,6,1653.0,Africa Fine Coffee Association,2014
455,83.17,Arabica,Colombia,huila,La Plata,unknown,"November 5th, 2014",Caturra,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.75,0.0,0,0.0,4,1775.0,Almacafé,2014
456,83.17,Arabica,Uganda,eastern,Kabum Trading Company,kaptanya,"October 28th, 2014",SL14,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,7.67,0.1,0,0.0,0,1800.0,Uganda Coffee Development Authority,2014
457,83.17,Arabica,Colombia,unknown,unkown,unkown,"August 25th, 2014",Caturra,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,0.11,10,0.0,3,988.0,Specialty Coffee Association,2014
458,83.17,Arabica,Honduras,san marcos,Nelson Melgar Melgar,el cerron,"April 12th, 2014",Catuai,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,0.1,0,0.0,5,1450.0,Instituto Hondureño del Café,2013
459,83.17,Arabica,Honduras,comayagua,Reynerio Zepeda,los hicaques,"April 8th, 2014",Caturra,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,0.11,0,0.0,3,1350.0,Instituto Hondureño del Café,2014
460,83.17,Arabica,Guatemala,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",nueva granada,"March 27th, 2014",Catuai,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,7.67,0.09,0,0.0,1,1524.0,Asociacion Nacional Del Café,2014
461,83.17,Arabica,United States,kona,unknown,unknown,"February 7th, 2014",Hawaiian Kona,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,7.58,0.11,0,0.0,0,518.0,Specialty Coffee Association,2013
462,83.17,Arabica,"Tanzania, United Republic Of",kilimanjaro,unknown,unknown,"January 31st, 2014",Bourbon,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.58,0.12,0,0.0,1,1800.0,Tanzanian Coffee Board,2014
463,83.17,Arabica,Guatemala,oriente,ROBERTO MONTERROSO,finca el morito,"April 26th, 2013",Bourbon,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,7.5,0.11,0,0.0,2,1310.64,Asociacion Nacional Del Café,2013
464,83.17,Arabica,Mexico,chiapas,MARGARITO ROBLERO VAZQUEZ,santa cecilia,"March 29th, 2013",Typica,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.75,0.11,0,0.0,2,1500.0,AMECAFE,2013
465,83.17,Arabica,Mexico,"tlanchinol, hidalgo",AMADOR HERNANDEZ DIONICIO,tlapacoya,"September 27th, 2012",Typica,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,7.67,0.12,3,0.0,8,532.0,AMECAFE,2012
466,83.17,Arabica,Mexico,san bartolo tutotepec,"TREJO VELASCO, ROMAN",la loma,"September 27th, 2012",Pacamara,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.67,0.14,0,0.0,10,1089.0,AMECAFE,2012
467,83.17,Arabica,Colombia,huila,LA PLATA,unknown,"August 31st, 2012",Caturra,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,7.25,0.11,1,0.0,2,1775.0,Almacafé,2012
468,83.17,Arabica,Mexico,san isidro,FERNANDO MENDOZA APARICIO,el mirador,"July 11th, 2012",Typica,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,7.58,0.13,0,0.0,5,700.0,AMECAFE,2012
469,83.17,Arabica,Colombia,huila,unknown,unknown,"June 8th, 2012",Caturra,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.5,0.11,0,0.0,0,1750.0,Almacafé,2012
470,83.17,Arabica,Mexico,la concordia,OCTAVIO MOGUEL FARRERA,finca nueva linda,"June 6th, 2012",Typica,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.58,0.11,0,0.0,5,1380.0,AMECAFE,2012
471,83.17,Arabica,Brazil,south of minas,Giovane Senna Bonacorssi,campo das flores,"March 19th, 2012",Mundo Novo,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,0.12,0,0.0,1,1000.0,NUCOFFEE,2012
472,83.17,Arabica,Brazil,mogiana,Maria Aparecida Ferreira Azevedo,são francisco da serra,"February 17th, 2012",Mundo Novo,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,0.11,0,0.0,4,950.0,NUCOFFEE,2012
473,83.17,Arabica,Guatemala,oriente,Conquista / Morito,conquista / morito,"February 1st, 2012",Bourbon,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,7.5,0.0,0,0.0,10,1402.08,Specialty Coffee Association,2012
474,83.17,Arabica,Brazil,south of minas,Andrea Galvão Noqueira,fazenda do lobo,"December 3rd, 2011",Mundo Novo,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,7.58,0.12,0,0.0,3,1000.0,NUCOFFEE,2011
475,83.17,Arabica,Brazil,south of minas,Mario Dornelles Alvarenga,olhos d'agua,"October 28th, 2011",Bourbon,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,7.42,0.02,0,0.0,2,900.0,NUCOFFEE,2011
476,83.17,Arabica,El Salvador,santa ana,Several,several,"August 23rd, 2011",Bourbon,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,7.58,0.14,0,0.0,3,1200.0,Specialty Coffee Association,2010
477,83.17,Arabica,Ethiopia,limu,Tega and Tula Special Coffee Farm,tega and tula special coffee farm,"June 16th, 2010",Other,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,0.01,0,0.0,0,1850.0,Ethiopia Commodity Exchange,2010
478,83.08,Arabica,Colombia,cundinamarca,Orlando Moreno / Willson Sanchez,unknown,"February 20th, 2017",Caturra,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.5,0.0,0,1.0,4,1799.0,Almacafé,2016
479,83.08,Arabica,Colombia,huila,La Plata,unknown,"January 10th, 2017",Caturra,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,10.0,7.17,0.0,1,2.0,5,1574.0,Almacafé,2016
480,83.08,Arabica,Brazil,south of minas,Ipanema Agricola,capoeirinha,"April 25th, 2016",Yellow Bourbon,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,7.58,0.11,0,2.0,2,905.0,Brazil Specialty Coffee Association,2015
481,83.08,Arabica,Brazil,south of minas,Ipanema Agrícola SA,rio verde,"October 8th, 2015",Yellow Bourbon,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,7.92,0.0,0,0.0,3,1000.0,Brazil Specialty Coffee Association,2015
482,83.08,Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",Tseng ju feng / Kuo jun hong 曾如楓 / 郭俊宏,kan tou mountain coffee 崁頭山咖啡館,"May 19th, 2015",Typica,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,7.75,0.0,0,0.0,0,750.0,Specialty Coffee Association,2015
483,83.08,Arabica,Brazil,chapadão de ferro (cerrado mineiro),unknown,unknown,"April 20th, 2015",Mundo Novo,7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.5,0.11,0,0.0,13,1073.0,Brazil Specialty Coffee Association,2015
484,83.08,Arabica,Brazil,south of minas,Ipanema Agrícola SA,rio verde,"October 16th, 2014",Bourbon,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,7.67,0.0,0,0.0,1,1200.0,Specialty Coffee Association,2014
485,83.08,Arabica,Costa Rica,central valley,VARIOS,various,"July 15th, 2014",Catuai,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.5,0.1,0,0.0,3,1300.0,Specialty Coffee Association of Costa Rica,2014
486,83.08,Arabica,United States,kona,unknown,unknown,"February 19th, 2014",Hawaiian Kona,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,7.58,0.12,0,0.0,8,518.0,Specialty Coffee Association,2013
487,83.08,Arabica,Taiwan,chiayi alishan 嘉義縣阿里山鄉,Fang zheng lun 方政倫,alishan zou zhu yuan 阿里山鄒築園,"December 26th, 2013",Typica,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,0.11,0,0.0,0,1300.0,Blossom Valley International,2013
488,83.08,Arabica,United States,kona,unknown,unknown,"March 8th, 2013",Hawaiian Kona,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,10.0,7.5,0.1,0,0.0,0,518.0,Specialty Coffee Association,2012
489,83.08,Arabica,Mexico,santa catarina juquila,MARIA LUISA DEL CARMEN ROJAS NARVAEZ,santa maria,"June 6th, 2012",Other,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,0.1,0,0.0,1,1400.0,AMECAFE,2012
490,83.08,Arabica,United States,kona,unknown,unknown,"April 6th, 2012",Hawaiian Kona,7.67,7.58,7.5,7.67,7.92,8.0,9.33,9.33,10.0,8.08,0.0,1,0.0,4,518.0,Specialty Coffee Association,2012
491,83.08,Arabica,United States,kona,unknown,unknown,"February 23rd, 2012",Hawaiian Kona,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,7.42,0.12,0,0.0,0,518.0,Specialty Coffee Association,2012
492,83.08,Arabica,Colombia,huila,"Grupo Monserrate, La Plata",unknown,"July 29th, 2011",Caturra,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,8.17,0.01,0,0.0,0,1775.0,Almacafé,2011
493,83.08,Arabica,Colombia,cauca,unknown,unknown,"February 22nd, 2011",Caturra,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,10.0,7.58,0.08,1,0.0,3,1880.0,Almacafé,2010
494,83.08,Arabica,Southeast Asia,dolok sanggul,PT. MENACOM,lintong nihuta,"November 29th, 2010",Other,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.5,0.0,0,0.0,0,1350.0,Specialty Coffee Association of Indonesia,2010
495,83.08,Arabica,Guatemala,unknown,unknown,unknown,"November 11th, 2010",Bourbon,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10.0,10.0,7.75,0.02,0,0.0,1,988.0,Specialty Coffee Association,2010
496,83.0,Arabica,Brazil,south of minas,Ipanema Agricola S.A,fazenda capoeirnha,"October 20th, 2017",Bourbon,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,7.5,0.0,0,0.0,4,890.0,Brazil Specialty Coffee Association,2017
497,83.0,Arabica,Brazil,south of minas,Ipanema Agricola,fazenda capoeirnha,"August 16th, 2016",Bourbon,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,7.58,0.11,0,3.0,5,894.0,Brazil Specialty Coffee Association,2016
498,83.0,Arabica,Brazil,south of minas,Ipanema Agricola,capoeirinha,"August 16th, 2016",Bourbon,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,7.58,0.11,0,2.0,3,872.0,Brazil Specialty Coffee Association,2016
499,83.0,Arabica,Uganda,"kasese, mt. rwenzori",Xavier Baluku,isule farmers group,"July 18th, 2016",Bourbon,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,7.58,0.12,0,0.0,6,1473.0,Uganda Coffee Development Authority,2015
500,83.0,Arabica,Uganda,"kasese, mt. rwenzori",Emmanuel Munaaba,ibanda farmers group,"July 18th, 2016",Bourbon,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,0.12,0,5.0,8,1645.0,Uganda Coffee Development Authority,2015
501,83.0,Arabica,Colombia,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,unknown,"February 11th, 2016",Caturra,7.67,7.67,7.33,7.67,7.5,7.58,10.0,10.0,10.0,7.58,0.11,0,0.0,4,442.0,Almacafé,2016
502,83.0,Arabica,Southeast Asia,vietnam cau dat,"Yeh, Li Chuan.",apollo estate,"December 28th, 2015",Caturra,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,8.0,0.0,0,0.0,0,1550.0,Specialty Coffee Association,2014
503,83.0,Arabica,Guatemala,nuevo oriente,OVIDIO CARDONA,el chile,"July 8th, 2015",Catuai,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,7.42,0.11,0,0.0,3,1550.0,Asociacion Nacional Del Café,2015
504,83.0,Arabica,Guatemala,"el tumbador, san marcos","Agricola Nueva Granada, S. A.",nueva granada,"June 5th, 2015",Catuai,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,7.58,0.11,0,0.0,2,1371.6,Asociacion Nacional Del Café,2015
505,83.0,Arabica,Guatemala,antigua,FINCA MEDINA,finca medina,"April 23rd, 2015",Bourbon,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,7.33,0.11,0,0.0,2,1500.0,Asociacion Nacional Del Café,2015
